;0;12;24;36;48;60;72;84;96;108;120;132;144;156;168;180;cod_regsaud
2019-01;3.0;3.0;2.0;2.0;1.0;1.0;;;;;;;;;;;29004
2020-01;4.0;2.0;3.0;2.0;2.0;;;;;;;;;;;;29004
2021-01;3.0;2.0;1.0;1.0;;;;;;;;;;;;;29004
2022-01;3.0;2.0;2.0;;;;;;;;;;;;;;29004
2023-01;3.0;2.0;;;;;;;;;;;;;;;29004
2024-01;3.0;;;;;;;;;;;;;;;;29004
2010-01;191.0;163.0;152.0;150.0;129.0;123.0;117.0;114.0;109.0;105.0;105.0;103.0;97.0;95.0;93.0;;29020
2011-01;30.0;28.0;26.0;22.0;21.0;21.0;19.0;16.0;17.0;18.0;17.0;17.0;17.0;16.0;;;29020
2012-01;18.0;16.0;8.0;9.0;8.0;8.0;9.0;9.0;9.0;9.0;10.0;10.0;10.0;;;;29020
2013-01;30.0;24.0;22.0;18.0;18.0;17.0;17.0;16.0;15.0;13.0;11.0;10.0;;;;;29020
2014-01;31.0;31.0;29.0;27.0;24.0;23.0;23.0;24.0;23.0;20.0;19.0;;;;;;29020
2015-01;18.0;17.0;17.0;17.0;16.0;15.0;15.0;14.0;13.0;13.0;;;;;;;29020
2016-01;6.0;6.0;6.0;5.0;5.0;5.0;5.0;5.0;5.0;;;;;;;;29020
2017-01;11.0;9.0;9.0;9.0;9.0;9.0;9.0;8.0;;;;;;;;;29020
2018-01;8.0;8.0;6.0;4.0;4.0;4.0;4.0;;;;;;;;;;29020
2019-01;17.0;16.0;15.0;15.0;11.0;11.0;;;;;;;;;;;29020
2020-01;15.0;13.0;13.0;12.0;10.0;;;;;;;;;;;;29020
2021-01;11.0;8.0;7.0;6.0;;;;;;;;;;;;;29020
2022-01;10.0;8.0;7.0;;;;;;;;;;;;;;29020
2023-01;11.0;8.0;;;;;;;;;;;;;;;29020
2024-01;8.0;;;;;;;;;;;;;;;;29020
2010-01;6.0;6.0;6.0;5.0;3.0;3.0;3.0;3.0;2.0;2.0;1.0;1.0;1.0;1.0;1.0;;29016
2011-01;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;;;29016
2012-01;1.0;;;;;;;;;;;;;;;;29016
2014-01;3.0;3.0;3.0;3.0;3.0;3.0;3.0;3.0;2.0;2.0;2.0;;;;;;29016
2019-01;1.0;;;;;;;;;;;;;;;;29016
2020-01;1.0;1.0;1.0;;;;;;;;;;;;;;29016
2022-01;6.0;6.0;4.0;;;;;;;;;;;;;;29016
2010-01;3.0;3.0;3.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;2.0;2.0;2.0;2.0;2.0;;29017
2017-01;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;;;;;;;;;29017
2024-01;1.0;;;;;;;;;;;;;;;;29017
2010-01;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;;29019
2011-01;1.0;1.0;1.0;;;;;;;;;;;;;;29019
2012-01;2.0;1.0;1.0;1.0;;;;;;;;;;;;;29019
2015-01;1.0;1.0;1.0;1.0;1.0;;;;;;;;;;;;29019
2016-01;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;;;;;;;;29019
2020-01;2.0;;1.0;1.0;1.0;;;;;;;;;;;;29019
2021-01;2.0;2.0;2.0;1.0;;;;;;;;;;;;;29019
2024-01;3.0;;;;;;;;;;;;;;;;29019
2010-01;3.0;3.0;3.0;3.0;3.0;1.0;;1.0;2.0;2.0;2.0;2.0;2.0;2.0;3.0;;29018
2012-01;1.0;1.0;1.0;1.0;1.0;1.0;1.0;;;;;;;;;;29018
2017-01;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;;;;;;;;;29018
2018-01;1.0;1.0;1.0;1.0;1.0;1.0;1.0;;;;;;;;;;29018
2020-01;1.0;1.0;1.0;1.0;1.0;;;;;;;;;;;;29018
2022-01;1.0;1.0;1.0;;;;;;;;;;;;;;29018
2024-01;1.0;;;;;;;;;;;;;;;;29018
2010-01;3.0;3.0;2.0;2.0;3.0;3.0;3.0;3.0;2.0;2.0;2.0;2.0;2.0;2.0;2.0;;29027
2018-01;1.0;1.0;1.0;1.0;1.0;;;;;;;;;;;;29027
2020-01;1.0;1.0;1.0;1.0;1.0;;;;;;;;;;;;29027
2022-01;2.0;1.0;1.0;;;;;;;;;;;;;;29027
2010-01;7.0;6.0;4.0;2.0;1.0;;;;;;;;;;;;29011
2011-01;1.0;1.0;1.0;;;;;;;;;;;;;;29011
2013-01;2.0;;;;;;;;;;;;;;;;29011
2014-01;3.0;1.0;1.0;1.0;1.0;;;;;;;;;;;;29011
2015-01;1.0;1.0;1.0;;;;;;;;;;;;;;29011
2010-01;4.0;3.0;3.0;2.0;2.0;1.0;;;;;;;;;;;29009
2011-01;6.0;3.0;3.0;1.0;2.0;2.0;2.0;2.0;1.0;1.0;1.0;1.0;1.0;1.0;;;29009
2012-01;1.0;1.0;1.0;1.0;1.0;1.0;1.0;;;;;;;;;;29009
2013-01;1.0;1.0;;;1.0;;;;;;;;;;;;29009
2014-01;1.0;1.0;1.0;;;;;;;;;;;;;;29009
2015-01;1.0;1.0;;;;;;;;;;;;;;;29009
2017-01;2.0;2.0;2.0;2.0;2.0;2.0;2.0;2.0;;;;;;;;;29009
2018-01;1.0;1.0;1.0;1.0;1.0;1.0;1.0;;;;;;;;;;29009
2020-01;1.0;1.0;1.0;1.0;1.0;;;;;;;;;;;;29009
2021-01;2.0;2.0;1.0;1.0;;;;;;;;;;;;;29009
2023-01;1.0;1.0;;;;;;;;;;;;;;;29009
2010-01;2.0;2.0;;;;;;;;;;;;;;;29023
2016-01;1.0;;;;;;;;;;;;;;;;29023
2022-01;1.0;;;;;;;;;;;;;;;;29023
2023-01;1.0;1.0;;;;;;;;;;;;;;;29023
2010-01;5.0;5.0;4.0;4.0;3.0;3.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;;29014
2012-01;2.0;2.0;1.0;1.0;1.0;1.0;1.0;1.0;;;;;1.0;;;;29014
2014-01;2.0;2.0;1.0;1.0;;;;;;;;;;;;;29014
2015-01;1.0;1.0;;;;;;;;;;;;;;;29014
2019-01;1.0;;;;;;;;;;;;;;;;29014
2020-01;2.0;;;;;;;;;;;;;;;;29014
2021-01;1.0;1.0;1.0;1.0;;;;;;;;;;;;;29014
2022-01;1.0;;;;;;;;;;;;;;;;29014
2010-01;5.0;5.0;3.0;3.0;1.0;2.0;2.0;2.0;3.0;3.0;3.0;2.0;2.0;2.0;2.0;;23012
2011-01;2.0;2.0;2.0;2.0;1.0;1.0;;;;;;;;;;;23012
2012-01;1.0;1.0;1.0;1.0;1.0;;;;;;;;;;;;23012
2014-01;2.0;2.0;1.0;1.0;;;;;;;;;;;;;23012
2015-01;1.0;;;;;;;;;;;;;;;;23012
2017-01;1.0;1.0;;;;;1.0;1.0;;;;;;;;;23012
2018-01;3.0;1.0;1.0;1.0;1.0;;;;;;;;;;;;23012
2019-01;3.0;3.0;1.0;;;1.0;;;;;;;;;;;23012
2021-01;1.0;1.0;1.0;1.0;;;;;;;;;;;;;23012
2010-01;3.0;3.0;3.0;3.0;3.0;3.0;3.0;3.0;3.0;3.0;3.0;3.0;3.0;3.0;3.0;;23014
2011-01;1.0;;;;;;1.0;1.0;;;;;;;;;23014
2012-01;1.0;1.0;;;;;;;;;;;;;;;23014
2013-01;2.0;2.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;;;;;23014
2014-01;1.0;1.0;1.0;1.0;;;;;;;;;;;;;23014
2017-01;1.0;1.0;1.0;;;;;;;;;;;;;;23014
2018-01;1.0;1.0;;;;;;;;;;;;;;;23014
2019-01;1.0;;;;;;;;;;;;;;;;23014
2020-01;1.0;1.0;1.0;1.0;1.0;;;;;;;;;;;;23014
2010-01;6.0;6.0;5.0;3.0;3.0;2.0;2.0;3.0;3.0;2.0;2.0;2.0;2.0;3.0;3.0;;23006
2011-01;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;;;;;;;23006
2012-01;1.0;1.0;1.0;1.0;;;;;;;;;;;;;23006
2013-01;5.0;4.0;3.0;3.0;2.0;3.0;3.0;3.0;3.0;3.0;3.0;2.0;;;;;23006
2014-01;1.0;1.0;1.0;;;;;;;;;;;;;;23006
2016-01;2.0;2.0;2.0;2.0;2.0;2.0;2.0;1.0;1.0;;;;;;;;23006
2018-01;7.0;7.0;7.0;5.0;4.0;4.0;4.0;;;;;;;;;;23006
2023-01;1.0;1.0;;;;;;;;;;;;;;;23006
2010-01;257.0;245.0;225.0;218.0;180.0;166.0;166.0;158.0;159.0;157.0;160.0;157.0;153.0;148.0;141.0;;23001
2011-01;28.0;24.0;25.0;23.0;21.0;22.0;20.0;21.0;20.0;18.0;18.0;16.0;15.0;10.0;;;23001
2012-01;28.0;25.0;19.0;17.0;18.0;17.0;15.0;15.0;16.0;16.0;16.0;16.0;16.0;;;;23001
2013-01;19.0;13.0;10.0;10.0;10.0;11.0;11.0;12.0;10.0;11.0;8.0;10.0;;;;;23001
2014-01;43.0;39.0;36.0;30.0;31.0;26.0;23.0;22.0;21.0;24.0;25.0;;;;;;23001
2015-01;10.0;10.0;10.0;7.0;7.0;7.0;7.0;6.0;6.0;2.0;;;;;;;23001
2016-01;20.0;17.0;16.0;15.0;15.0;15.0;13.0;9.0;12.0;;;;;;;;23001
2017-01;26.0;23.0;18.0;19.0;19.0;21.0;18.0;17.0;;;;;;;;;23001
2018-01;24.0;18.0;18.0;13.0;15.0;13.0;12.0;;;;;;;;;;23001
2019-01;34.0;24.0;17.0;19.0;18.0;17.0;;;;;;;;;;;23001
2020-01;28.0;28.0;23.0;20.0;17.0;;;;;;;;;;;;23001
2021-01;19.0;15.0;10.0;9.0;;;;;;;;;;;;;23001
2022-01;24.0;23.0;16.0;;;;;;;;;;;;;;23001
2023-01;19.0;14.0;;;;;;;;;;;;;;;23001
2024-01;23.0;;;;;;;;;;;;;;;;23001
2010-01;3.0;3.0;2.0;2.0;2.0;2.0;2.0;2.0;2.0;2.0;2.0;2.0;2.0;2.0;2.0;;23007
2011-01;1.0;1.0;1.0;;;;;;;;;;;;;;23007
2013-01;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;;;;;23007
2015-01;1.0;1.0;1.0;;;;;;;;;;;;;;23007
2019-01;3.0;3.0;;;;1.0;;;;;;;;;;;23007
2010-01;3.0;3.0;3.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;;23019
2013-01;1.0;1.0;1.0;;;;;;;;;;;;;;23019
2015-01;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;;;;;;;23019
2017-01;1.0;;;;;1.0;;;;;;;;;;;23019
2018-01;1.0;1.0;1.0;;;;;;;;;;;;;;23019
2024-01;2.0;;;;;;;;;;;;;;;;23019
2010-01;15.0;13.0;8.0;8.0;7.0;5.0;5.0;6.0;6.0;6.0;6.0;5.0;5.0;6.0;6.0;;23021
2011-01;2.0;2.0;2.0;1.0;;2.0;2.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;;;23021
2012-01;2.0;2.0;2.0;2.0;2.0;2.0;2.0;1.0;1.0;1.0;1.0;1.0;1.0;;;;23021
2014-01;3.0;3.0;2.0;2.0;2.0;2.0;3.0;3.0;3.0;3.0;2.0;;;;;;23021
2015-01;1.0;;;;;;;;;;;;;;;;23021
2016-01;3.0;3.0;2.0;1.0;1.0;1.0;1.0;1.0;1.0;;;;;;;;23021
2018-01;3.0;3.0;3.0;2.0;2.0;1.0;1.0;;;;;;;;;;23021
2019-01;3.0;3.0;3.0;3.0;3.0;2.0;;;;;;;;;;;23021
2020-01;4.0;4.0;4.0;3.0;;;;;;;;;;;;;23021
2022-01;3.0;2.0;2.0;;;;;;;;;;;;;;23021
2023-01;2.0;2.0;;;;;;;;;;;;;;;23021
2024-01;3.0;;;;;;;;;;;;;;;;23021
2010-01;1.0;;;;;;;;;;;;;;;;23004
2011-01;2.0;2.0;2.0;2.0;2.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;;;;23004
2013-01;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;;;;;23004
2014-01;3.0;3.0;3.0;3.0;2.0;2.0;2.0;2.0;1.0;1.0;1.0;;;;;;23004
2015-01;2.0;1.0;1.0;;;;;;;1.0;;;;;;;23004
2016-01;3.0;1.0;1.0;1.0;;;;;;;;;;;;;23004
2017-01;2.0;;;;;;;;;;;;;;;;23004
2018-01;3.0;3.0;1.0;;;;;;;;;;;;;;23004
2020-01;4.0;3.0;2.0;1.0;1.0;;;;;;;;;;;;23004
2021-01;1.0;1.0;1.0;;;;;;;;;;;;;;23004
2010-01;4.0;3.0;3.0;3.0;3.0;2.0;2.0;2.0;;;;;;;;;23005
2013-01;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;;;;;23005
2014-01;2.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;;;;;;23005
2016-01;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;;;;;;;;23005
2017-01;2.0;2.0;;;;;;1.0;;;;;;;;;23005
2018-01;2.0;1.0;1.0;2.0;2.0;2.0;1.0;;;;;;;;;;23005
2019-01;1.0;;;;;;;;;;;;;;;;23005
2020-01;1.0;1.0;1.0;;;;;;;;;;;;;;23005
2010-01;5.0;4.0;3.0;4.0;4.0;2.0;2.0;1.0;1.0;1.0;2.0;2.0;2.0;2.0;2.0;;23016
2015-01;1.0;1.0;1.0;1.0;;;;;;;;;;;;;23016
2018-01;1.0;1.0;1.0;;;;;;;;;;;;;;23016
2019-01;2.0;2.0;;;;;;;;;;;;;;;23016
